ancylostoma_caninum_prjna72585	ANCCAN_02017	26 55 42-42-42-42-45-21 64 78 47
ancylostoma_caninum_prjna72585	ANCCAN_04999	207-60-51-84-27-36-33-36-36-27
ancylostoma_caninum_prjna72585	ANCCAN_07472	27 85 71 54-45-54-57
ancylostoma_caninum_prjna72585	ANCCAN_07474	114-57-54-51-54-48-54-57-561
ancylostoma_caninum_prjna72585	ANCCAN_07502	87-36-36-42-33-30-174
ancylostoma_caninum_prjna72585	ANCCAN_09926	75-57-66-57-57-57-48-33-33-369
ancylostoma_caninum_prjna72585	ANCCAN_23566	159-33-42-45-45-42-78-75
ancylostoma_caninum_prjna72585	ANCCAN_24088	111-123-45-96-159-33-42-45-42-66
ancylostoma_caninum_prjna72585	ANCCAN_24450	5 73 108-48-48-36-36-33-42-39-144-147-174
ancylostoma_caninum_prjna72585	ANCCAN_25540	76 108 113 24-54-18-51-18-90
ancylostoma_caninum_prjna72585	ANCCAN_28007	52 51-51-51-51-51 104
ancylostoma_ceylanicum_prjna231479	Acey_s0013.g2193.t1	16 45-54-45-42-45-42 128 45
ancylostoma_ceylanicum_prjna231479	Acey_s0013.g2193.t2	6 52 45-54-45-42-45-42 128 45
ancylostoma_ceylanicum_prjna231479	Acey_s0014.g2491.t1	16 248 99-54-36-33-27
ancylostoma_ceylanicum_prjna231479	Acey_s0014.g2491.t2	16 248 69-54-36-33-27
ancylostoma_ceylanicum_prjna231479	Acey_s0014.g2491.t3	38 77 248 99-54-36-33-27
ancylostoma_ceylanicum_prjna231479	Acey_s0014.g2491.t4	38 77 248 69-54-36-33-27
ancylostoma_ceylanicum_prjna231479	Acey_s0028.g1687.t1	57-51-45-48-48-90-36-21
ancylostoma_ceylanicum_prjna231479	Acey_s0028.g1687.t2	33-51-45-48-48-90-36-21
ancylostoma_ceylanicum_prjna231479	Acey_s0028.g1687.t3	3-51-45-48-48-90-36-21
ancylostoma_ceylanicum_prjna231479	Acey_s0028.g1687.t4	57-51-45-48-48-90-36 58 32
ancylostoma_ceylanicum_prjna231479	Acey_s0028.g1687.t5	3-51-45-48-48-90-36 58 32
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t1	76 45-39-48-36-42-36-48 80
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t2	142 192 164 111 101 130 123-126-204 74 117 173 181 201 103 80 69 65 140
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t3	76 45-39-48-6-36-42-36-48 80
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t4	76 45-39-48-36-42-36-48-45 164 142 192 164 111 101 130 123-126-204 74 117 173 181 201 103 80 69 65 140
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t5	183 142 192 164 111 101 130 123-126-204 74 117 173 181 201 103 80 69 65 140
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t6	76 45-39-48-36-42-36-48-45 164 142 135-192 164 111 101 130 123-126-204 74 117 173 181 201 103 80 69 65 140
ancylostoma_ceylanicum_prjna231479	Acey_s0033.g2745.t7	76 45-39-48-6-36-42-36-48-45 164 142 135-192 164 111 101 130 123-126-204 74 117 173 181 201 103 80 69 65 140
ancylostoma_ceylanicum_prjna231479	Acey_s0064.g3553.t1	66-45-69-156-42-42-42-45-39-45-30-45-42-78
ancylostoma_ceylanicum_prjna231479	Acey_s0064.g3553.t2	66-45-69-156-42-42-42-45-39-45-30-45-42-42-57-141-30-24-24 71 98 95 105-63
ancylostoma_ceylanicum_prjna231479	Acey_s0064.g3553.t3	66-45-69-156-42-42-42-45-39-45-30-45-42-42-45-57-141-30-24-24 71 98 95 105-63
ancylostoma_ceylanicum_prjna231479	Acey_s0073.g774.t1	55 94 94 89 172
ancylostoma_ceylanicum_prjna231479	Acey_s0073.g774.t2	22 36-48-30-33-33-93-39 94 94 89 172
ancylostoma_ceylanicum_prjna231479	Acey_s0073.g774.t3	22 36-48-30-33-33-93 50
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g845.t1	36-57-48-54-54-57-54-51-39-537
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g850.t1	47 85 54-51-54-48-54-54-561
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g852.t1	36-57-54-51-54-54-561
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g852.t2	36-57-48-54-51-54-54-561
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g853.t1	36-84 139 194 106 128 48-54-54-54-57-561
ancylostoma_ceylanicum_prjna231479	Acey_s0074.g853.t2	36-84 139 155 106 128 48-54-54-54-57-561
ancylostoma_ceylanicum_prjna231479	Acey_s0103.g3539.t1	27-69 101 108-126 85 87 70 83 108 118 95 45-54-132-48-48-36-36-33-42-39-33-57
ancylostoma_ceylanicum_prjna231479	Acey_s0156.g3143.t1	46 185 79 907 33-24-45-33-36-30-30-33 76
ancylostoma_ceylanicum_prjna231479	Acey_s0156.g3143.t2	46 185 79 907 33-24-45-33-36-30-30-33-78 76 79 158
ancylostoma_ceylanicum_prjna231479	Acey_s0167.g107.t1	28 63 35 192-45-48-51-36-45-474-36-48 127 62
ancylostoma_ceylanicum_prjna231479	Acey_s0341.g3000.t1	739 126-90-51-42-42 44
ancylostoma_ceylanicum_prjna231479	Acey_s0341.g3000.t2	739 126-90-51-42-42-36-39 65
ancylostoma_ceylanicum_prjna231479	Acey_s0341.g3000.t3	739 126-90-51-42-42-36-39-39
ancylostoma_ceylanicum_prjna231479	Acey_s0427.g1274.t1	28 42-48-48-48-48-48-48-48-48-48-48 98 48-48-48-48-48 145 54-48-54-48-48-48 29
ancylostoma_ceylanicum_prjna231479	Acey_s0427.g1274.t2	28 42-48-48-48-48-48-48-48-48-48-48 98 48-48-48-48-48 145 48-48-54-48-48-48 29
ancylostoma_ceylanicum_prjna231479	Acey_s0427.g1274.t3	28 42-48-48-48-48-48-48-48-48-48-48 98 48-48-48-48-48-48 145 54-48-54-48-48-48 29
ancylostoma_ceylanicum_prjna231479	Acey_s0427.g1274.t4	28 42-48-48-48-48-48-48-48-48-48-48 98 48-48-48-48-48-48 145 54-48-54-48-48-48 29
ancylostoma_ceylanicum_prjna231479	Acey_s0427.g1274.t5	28 42-48-48-48-48-48-48-48-48-48-48 98 48-48-48-48-48-48-48 145 54-48-54-48-48-48 29
ancylostoma_ceylanicum_prjna231479	Acey_s0646.g1091.t1	108-42-42-42-42-42-45-99
ancylostoma_ceylanicum_prjna231479	Acey_s0646.g1091.t2	108-42-42-42-42-42-45-45-198
ancylostoma_ceylanicum_prjna231479	Acey_s0646.g1091.t3	108-42-42-42-42-42-45-45-21-90
ancylostoma_ceylanicum_prjna231479	Acey_s0759.g2112.t1	42-57-93-27-120-72-387
